id,startup_id,update_type,title,description,update_date,is_published,created_by,created_at,updated_at
469,137,Hiring,GenomicsPlus Solutions - Hiring,"GenomicsPlus Solutions has announced a hiring milestone, strengthening its position in the Cybersecurity space.",2023-08-31,1,1,2023-02-20 01:31:57,2024-08-13 20:50:33
470,137,Hiring,GenomicsPlus Solutions - Hiring,"GenomicsPlus Solutions has announced a hiring milestone, strengthening its position in the Cybersecurity space.",2024-08-10,0,1,2024-03-25 20:58:03,2023-04-27 09:09:17
471,138,Hiring,SaaSify Byte - Hiring,"SaaSify Byte has announced a hiring milestone, strengthening its position in the Robotics space.",2023-09-21,1,1,2020-04-10 17:36:57,2023-04-30 19:51:30
472,138,Award,SaaSify Byte - Award,"SaaSify Byte has announced a award milestone, strengthening its position in the Robotics space.",2022-08-19,0,1,2022-10-31 11:29:40,2023-10-14 20:19:54
473,139,Product Launch,ZapCharge Solutions - Product Launch,"ZapCharge Solutions has announced a product launch milestone, strengthening its position in the FoodTech space.",2024-03-15,1,1,2022-09-13 08:46:50,2024-05-29 08:05:08
474,139,Partnership,ZapCharge Solutions - Partnership,"ZapCharge Solutions has announced a partnership milestone, strengthening its position in the FoodTech space.",2019-10-08,1,1,2024-12-13 05:47:28,2023-06-21 01:20:00
475,139,Media Feature,ZapCharge Solutions - Media Feature,"ZapCharge Solutions has announced a media feature milestone, strengthening its position in the FoodTech space.",2023-01-17,1,1,2024-12-17 04:08:14,2024-03-10 03:24:57
476,139,Partnership,ZapCharge Solutions - Partnership,"ZapCharge Solutions has announced a partnership milestone, strengthening its position in the FoodTech space.",2018-10-08,1,1,2021-10-27 03:23:15,2024-03-07 21:46:58
477,139,Media Feature,ZapCharge Solutions - Media Feature,"ZapCharge Solutions has announced a media feature milestone, strengthening its position in the FoodTech space.",2015-12-11,1,1,2020-07-24 10:57:50,2023-06-17 20:02:44
478,140,Product Launch,SchoolSpark Solutions - Product Launch,"SchoolSpark Solutions has announced a product launch milestone, strengthening its position in the BioTech space.",2022-03-02,1,1,2020-06-17 01:17:18,2023-08-13 23:47:00
479,140,Media Feature,SchoolSpark Solutions - Media Feature,"SchoolSpark Solutions has announced a media feature milestone, strengthening its position in the BioTech space.",2020-04-27,1,1,2021-08-23 21:23:04,2024-08-29 16:16:17
480,140,Product Launch,SchoolSpark Solutions - Product Launch,"SchoolSpark Solutions has announced a product launch milestone, strengthening its position in the BioTech space.",2020-09-18,0,1,2024-02-21 04:54:56,2024-04-25 10:32:07
481,140,Award,SchoolSpark Solutions - Award,"SchoolSpark Solutions has announced a award milestone, strengthening its position in the BioTech space.",2023-09-27,1,1,2022-09-08 23:56:04,2023-11-22 18:40:37
482,140,Partnership,SchoolSpark Solutions - Partnership,"SchoolSpark Solutions has announced a partnership milestone, strengthening its position in the BioTech space.",2022-11-17,0,1,2022-03-26 08:53:55,2024-02-22 12:15:27
483,141,Revenue Milestone,EduPath Ventures - Revenue Milestone,"EduPath Ventures has announced a revenue milestone milestone, strengthening its position in the AI/ML space.",2022-12-22,1,1,2021-12-11 07:58:40,2023-11-03 01:09:05
484,141,Government Grant,EduPath Ventures - Government Grant,"EduPath Ventures has announced a government grant milestone, strengthening its position in the AI/ML space.",2024-09-20,0,1,2022-09-13 13:13:59,2023-12-03 00:47:08
485,141,Partnership,EduPath Ventures - Partnership,"EduPath Ventures has announced a partnership milestone, strengthening its position in the AI/ML space.",2024-07-01,1,1,2024-05-24 20:50:54,2024-07-20 05:05:28
486,141,Award,EduPath Ventures - Award,"EduPath Ventures has announced a award milestone, strengthening its position in the AI/ML space.",2023-12-15,1,1,2024-07-04 03:17:22,2023-09-06 05:46:50
487,141,Hiring,EduPath Ventures - Hiring,"EduPath Ventures has announced a hiring milestone, strengthening its position in the AI/ML space.",2024-01-03,0,1,2023-01-08 02:18:34,2023-08-01 05:03:09
488,141,Media Feature,EduPath Ventures - Media Feature,"EduPath Ventures has announced a media feature milestone, strengthening its position in the AI/ML space.",2024-02-18,0,1,2022-10-25 09:11:26,2023-01-22 19:02:25
489,142,Funding,VaultSec Box - Funding,"VaultSec Box has announced a funding milestone, strengthening its position in the HealthTech space.",2016-01-19,1,1,2023-11-16 11:28:28,2023-12-01 01:43:43
490,142,Hiring,VaultSec Box - Hiring,"VaultSec Box has announced a hiring milestone, strengthening its position in the HealthTech space.",2019-06-14,1,1,2021-05-19 13:37:15,2024-08-11 23:46:11
491,143,Government Grant,SnackBox Solutions - Government Grant,"SnackBox Solutions has announced a government grant milestone, strengthening its position in the HealthTech space.",2021-09-25,0,1,2021-02-18 09:15:43,2023-02-27 00:34:49
492,143,Patent Filed,SnackBox Solutions - Patent Filed,"SnackBox Solutions has announced a patent filed milestone, strengthening its position in the HealthTech space.",2020-09-27,1,1,2022-11-06 01:29:09,2024-05-06 02:49:48
493,143,Revenue Milestone,SnackBox Solutions - Revenue Milestone,"SnackBox Solutions has announced a revenue milestone milestone, strengthening its position in the HealthTech space.",2024-01-25,1,1,2020-04-10 04:39:54,2024-08-19 14:04:27
494,143,Patent Filed,SnackBox Solutions - Patent Filed,"SnackBox Solutions has announced a patent filed milestone, strengthening its position in the HealthTech space.",2018-12-23,1,1,2021-09-29 20:40:20,2024-10-27 22:46:23
495,144,Expansion,ChargePod Pro - Expansion,"ChargePod Pro has announced a expansion milestone, strengthening its position in the EV space.",2023-06-27,1,1,2020-02-01 11:43:51,2024-10-02 21:46:26
496,145,Funding,HealthBridge Hub - Funding,"HealthBridge Hub has announced a funding milestone, strengthening its position in the Renewable Energy space.",2022-07-09,0,1,2022-10-29 22:24:29,2023-02-04 01:53:24
497,145,Product Launch,HealthBridge Hub - Product Launch,"HealthBridge Hub has announced a product launch milestone, strengthening its position in the Renewable Energy space.",2022-09-15,0,1,2022-01-16 12:03:06,2023-09-11 00:36:46
498,145,Revenue Milestone,HealthBridge Hub - Revenue Milestone,"HealthBridge Hub has announced a revenue milestone milestone, strengthening its position in the Renewable Energy space.",2021-05-15,1,1,2023-02-23 21:32:30,2023-10-27 04:09:18
499,146,Award,PayZen Now - Award,"PayZen Now has announced a award milestone, strengthening its position in the AI/ML space.",2019-01-05,1,1,2021-06-05 16:25:27,2024-08-21 20:28:35
500,146,Hiring,PayZen Now - Hiring,"PayZen Now has announced a hiring milestone, strengthening its position in the AI/ML space.",2018-03-10,0,1,2021-12-22 01:34:07,2024-10-07 12:30:29
501,147,Expansion,LockSafe - Expansion,"LockSafe has announced a expansion milestone, strengthening its position in the Mobility space.",2020-01-20,1,1,2020-12-28 08:50:20,2023-08-06 19:57:47
502,147,Expansion,LockSafe - Expansion,"LockSafe has announced a expansion milestone, strengthening its position in the Mobility space.",2021-04-04,1,1,2020-07-03 05:39:46,2023-04-29 20:38:55
503,147,Media Feature,LockSafe - Media Feature,"LockSafe has announced a media feature milestone, strengthening its position in the Mobility space.",2020-01-09,1,1,2021-11-26 04:22:56,2024-01-14 02:51:04
504,147,Revenue Milestone,LockSafe - Revenue Milestone,"LockSafe has announced a revenue milestone milestone, strengthening its position in the Mobility space.",2019-06-17,1,1,2021-06-05 15:05:28,2023-07-13 07:08:58
505,147,Partnership,LockSafe - Partnership,"LockSafe has announced a partnership milestone, strengthening its position in the Mobility space.",2023-06-11,0,1,2020-08-15 23:21:05,2024-02-27 09:55:38
506,148,Product Launch,VaultSec Now - Product Launch,"VaultSec Now has announced a product launch milestone, strengthening its position in the AgriTech space.",2020-01-05,1,1,2021-07-19 19:43:52,2023-04-27 21:09:04
507,148,Funding,VaultSec Now - Funding,"VaultSec Now has announced a funding milestone, strengthening its position in the AgriTech space.",2021-07-06,1,1,2022-02-19 22:34:58,2023-07-23 16:21:45
508,148,Government Grant,VaultSec Now - Government Grant,"VaultSec Now has announced a government grant milestone, strengthening its position in the AgriTech space.",2020-04-19,1,1,2020-04-21 18:53:45,2023-08-26 07:51:48
509,148,Award,VaultSec Now - Award,"VaultSec Now has announced a award milestone, strengthening its position in the AgriTech space.",2020-09-30,1,1,2020-02-13 11:03:37,2023-02-14 17:38:28
510,148,Hiring,VaultSec Now - Hiring,"VaultSec Now has announced a hiring milestone, strengthening its position in the AgriTech space.",2022-07-25,1,1,2023-09-13 10:26:45,2024-11-12 04:31:21
511,148,Award,VaultSec Now - Award,"VaultSec Now has announced a award milestone, strengthening its position in the AgriTech space.",2020-11-24,1,1,2020-05-30 12:15:09,2023-12-02 08:47:50
512,149,Award,PowerGrid Solutions - Award,"PowerGrid Solutions has announced a award milestone, strengthening its position in the Robotics space.",2017-06-04,0,1,2022-01-22 03:06:41,2023-06-18 07:32:59
513,150,Funding,FarmByte India - Funding,"FarmByte India has announced a funding milestone, strengthening its position in the Logistics space.",2018-10-13,1,1,2020-12-25 08:14:18,2023-02-02 13:28:28
514,150,Media Feature,FarmByte India - Media Feature,"FarmByte India has announced a media feature milestone, strengthening its position in the Logistics space.",2018-09-17,0,1,2021-06-21 07:34:43,2024-12-21 02:40:04
515,150,Expansion,FarmByte India - Expansion,"FarmByte India has announced a expansion milestone, strengthening its position in the Logistics space.",2018-04-24,1,1,2024-03-06 05:02:47,2024-08-23 02:16:05
516,150,Government Grant,FarmByte India - Government Grant,"FarmByte India has announced a government grant milestone, strengthening its position in the Logistics space.",2024-07-23,1,1,2020-09-21 06:58:27,2024-12-30 19:24:15
517,151,Award,CloudNest Labs - Award,"CloudNest Labs has announced a award milestone, strengthening its position in the AI/ML space.",2022-01-31,1,1,2023-07-17 07:39:34,2023-11-18 17:15:44
518,152,Funding,HealNow Now - Funding,"HealNow Now has announced a funding milestone, strengthening its position in the SaaS space.",2022-04-12,1,1,2024-03-21 12:07:54,2023-08-28 21:06:52
519,152,Partnership,HealNow Now - Partnership,"HealNow Now has announced a partnership milestone, strengthening its position in the SaaS space.",2022-04-18,0,1,2021-04-29 05:55:25,2023-02-23 01:13:17
520,152,Product Launch,HealNow Now - Product Launch,"HealNow Now has announced a product launch milestone, strengthening its position in the SaaS space.",2023-05-19,1,1,2022-03-11 02:16:37,2023-06-20 18:04:41
521,153,Expansion,AppSuite Solutions - Expansion,"AppSuite Solutions has announced a expansion milestone, strengthening its position in the DeepTech space.",2020-10-29,0,1,2023-03-30 13:37:25,2023-03-26 23:40:32
522,153,Expansion,AppSuite Solutions - Expansion,"AppSuite Solutions has announced a expansion milestone, strengthening its position in the DeepTech space.",2019-09-05,1,1,2024-05-24 17:28:00,2023-07-19 06:54:48
523,153,Patent Filed,AppSuite Solutions - Patent Filed,"AppSuite Solutions has announced a patent filed milestone, strengthening its position in the DeepTech space.",2021-06-13,1,1,2022-04-21 10:09:45,2023-12-29 19:18:58
524,153,Revenue Milestone,AppSuite Solutions - Revenue Milestone,"AppSuite Solutions has announced a revenue milestone milestone, strengthening its position in the DeepTech space.",2023-11-13,1,1,2021-02-14 03:51:16,2023-02-19 19:45:47
525,154,Award,BuildBot Labs - Award,"BuildBot Labs has announced a award milestone, strengthening its position in the BioTech space.",2019-06-03,1,1,2022-02-21 20:54:42,2024-06-12 08:06:36
526,154,Product Launch,BuildBot Labs - Product Launch,"BuildBot Labs has announced a product launch milestone, strengthening its position in the BioTech space.",2018-03-16,1,1,2023-01-12 11:27:42,2024-10-14 07:54:43
527,154,Media Feature,BuildBot Labs - Media Feature,"BuildBot Labs has announced a media feature milestone, strengthening its position in the BioTech space.",2013-09-30,0,1,2021-11-07 20:09:20,2023-01-08 21:14:30
528,154,Patent Filed,BuildBot Labs - Patent Filed,"BuildBot Labs has announced a patent filed milestone, strengthening its position in the BioTech space.",2024-01-18,1,1,2023-01-12 10:00:41,2023-08-22 07:24:27
529,154,Revenue Milestone,BuildBot Labs - Revenue Milestone,"BuildBot Labs has announced a revenue milestone milestone, strengthening its position in the BioTech space.",2020-01-27,1,1,2021-07-17 08:11:41,2024-03-10 20:40:44
530,154,Product Launch,BuildBot Labs - Product Launch,"BuildBot Labs has announced a product launch milestone, strengthening its position in the BioTech space.",2014-10-15,1,1,2021-05-21 17:21:14,2023-02-25 09:07:32
531,155,Government Grant,GenomicsPlus India - Government Grant,"GenomicsPlus India has announced a government grant milestone, strengthening its position in the FinTech space.",2022-12-18,1,1,2024-03-26 21:28:45,2023-02-20 05:12:46
532,155,Partnership,GenomicsPlus India - Partnership,"GenomicsPlus India has announced a partnership milestone, strengthening its position in the FinTech space.",2015-11-16,1,1,2021-12-11 06:30:44,2023-02-09 07:00:31
533,155,Award,GenomicsPlus India - Award,"GenomicsPlus India has announced a award milestone, strengthening its position in the FinTech space.",2015-07-07,1,1,2023-11-04 21:48:11,2024-07-25 16:01:38
534,155,Revenue Milestone,GenomicsPlus India - Revenue Milestone,"GenomicsPlus India has announced a revenue milestone milestone, strengthening its position in the FinTech space.",2023-11-24,0,1,2022-10-14 11:36:12,2024-06-17 07:39:08
535,155,Revenue Milestone,GenomicsPlus India - Revenue Milestone,"GenomicsPlus India has announced a revenue milestone milestone, strengthening its position in the FinTech space.",2016-08-28,1,1,2020-01-26 21:59:15,2024-07-21 12:57:34
536,155,Product Launch,GenomicsPlus India - Product Launch,"GenomicsPlus India has announced a product launch milestone, strengthening its position in the FinTech space.",2022-01-05,1,1,2023-05-24 07:48:39,2024-05-28 00:14:18
537,156,Government Grant,DataPulse Solutions - Government Grant,"DataPulse Solutions has announced a government grant milestone, strengthening its position in the Robotics space.",2023-10-08,1,1,2022-02-05 14:12:58,2024-03-22 08:30:30
538,156,Hiring,DataPulse Solutions - Hiring,"DataPulse Solutions has announced a hiring milestone, strengthening its position in the Robotics space.",2023-12-23,1,1,2024-06-26 14:14:10,2023-06-04 05:16:14
539,156,Funding,DataPulse Solutions - Funding,"DataPulse Solutions has announced a funding milestone, strengthening its position in the Robotics space.",2023-08-13,1,1,2020-09-02 00:48:59,2024-07-12 11:48:57
540,156,Government Grant,DataPulse Solutions - Government Grant,"DataPulse Solutions has announced a government grant milestone, strengthening its position in the Robotics space.",2023-12-28,0,1,2024-11-10 10:15:36,2023-10-01 15:59:32
541,156,Government Grant,DataPulse Solutions - Government Grant,"DataPulse Solutions has announced a government grant milestone, strengthening its position in the Robotics space.",2022-08-09,0,1,2022-07-18 17:56:19,2024-08-28 18:15:56
542,157,Revenue Milestone,GreenCap Hub - Revenue Milestone,"GreenCap Hub has announced a revenue milestone milestone, strengthening its position in the HealthTech space.",2024-11-06,1,1,2022-05-28 05:52:27,2024-01-17 20:03:49
543,157,Patent Filed,GreenCap Hub - Patent Filed,"GreenCap Hub has announced a patent filed milestone, strengthening its position in the HealthTech space.",2024-04-14,1,1,2021-03-18 18:53:31,2024-12-13 04:48:52
544,157,Partnership,GreenCap Hub - Partnership,"GreenCap Hub has announced a partnership milestone, strengthening its position in the HealthTech space.",2022-05-05,1,1,2020-01-16 18:58:44,2023-09-14 16:58:55
545,157,Expansion,GreenCap Hub - Expansion,"GreenCap Hub has announced a expansion milestone, strengthening its position in the HealthTech space.",2023-09-06,0,1,2024-02-03 08:55:06,2023-09-27 19:06:06
546,157,Revenue Milestone,GreenCap Hub - Revenue Milestone,"GreenCap Hub has announced a revenue milestone milestone, strengthening its position in the HealthTech space.",2024-11-02,0,1,2022-05-31 16:45:13,2023-02-15 08:00:16
547,157,Media Feature,GreenCap Hub - Media Feature,"GreenCap Hub has announced a media feature milestone, strengthening its position in the HealthTech space.",2023-12-23,0,1,2024-10-07 17:13:55,2023-05-01 18:57:08
548,158,Product Launch,OrderFresh Plus - Product Launch,"OrderFresh Plus has announced a product launch milestone, strengthening its position in the BioTech space.",2024-07-17,1,1,2020-10-23 19:17:21,2024-05-19 17:18:39
549,158,Partnership,OrderFresh Plus - Partnership,"OrderFresh Plus has announced a partnership milestone, strengthening its position in the BioTech space.",2022-03-26,0,1,2021-07-17 05:54:04,2024-02-04 11:36:12
550,158,Hiring,OrderFresh Plus - Hiring,"OrderFresh Plus has announced a hiring milestone, strengthening its position in the BioTech space.",2024-01-16,0,1,2023-05-04 19:01:02,2023-01-17 20:42:35
551,158,Hiring,OrderFresh Plus - Hiring,"OrderFresh Plus has announced a hiring milestone, strengthening its position in the BioTech space.",2022-08-04,0,1,2024-02-23 15:28:55,2024-01-31 11:02:28
552,158,Hiring,OrderFresh Plus - Hiring,"OrderFresh Plus has announced a hiring milestone, strengthening its position in the BioTech space.",2024-08-15,1,1,2024-08-18 20:10:57,2024-08-29 08:08:49
553,159,Product Launch,SoilSense India - Product Launch,"SoilSense India has announced a product launch milestone, strengthening its position in the AgriTech space.",2016-12-08,1,1,2024-06-06 19:02:13,2024-12-19 19:54:02
554,159,Hiring,SoilSense India - Hiring,"SoilSense India has announced a hiring milestone, strengthening its position in the AgriTech space.",2018-06-08,0,1,2024-06-16 20:04:09,2024-06-03 22:51:18
555,159,Expansion,SoilSense India - Expansion,"SoilSense India has announced a expansion milestone, strengthening its position in the AgriTech space.",2024-04-27,1,1,2021-05-15 20:08:26,2023-07-27 15:55:31
556,159,Partnership,SoilSense India - Partnership,"SoilSense India has announced a partnership milestone, strengthening its position in the AgriTech space.",2019-01-29,1,1,2024-05-13 06:57:21,2023-10-27 08:59:49
557,159,Award,SoilSense India - Award,"SoilSense India has announced a award milestone, strengthening its position in the AgriTech space.",2018-04-10,1,1,2024-09-27 10:45:52,2024-12-27 11:18:42
558,160,Patent Filed,PharmaBio Ventures - Patent Filed,"PharmaBio Ventures has announced a patent filed milestone, strengthening its position in the FinTech space.",2020-02-05,1,1,2024-03-31 11:40:54,2023-11-12 11:55:37
559,160,Expansion,PharmaBio Ventures - Expansion,"PharmaBio Ventures has announced a expansion milestone, strengthening its position in the FinTech space.",2023-05-01,1,1,2020-08-31 08:50:51,2023-11-09 19:57:41
560,161,Expansion,TechDeep Solutions - Expansion,"TechDeep Solutions has announced a expansion milestone, strengthening its position in the HealthTech space.",2014-02-17,1,1,2020-01-05 01:47:02,2023-06-21 04:23:35
561,161,Expansion,TechDeep Solutions - Expansion,"TechDeep Solutions has announced a expansion milestone, strengthening its position in the HealthTech space.",2018-04-24,1,1,2024-10-26 13:01:55,2023-07-16 04:35:29
562,161,Patent Filed,TechDeep Solutions - Patent Filed,"TechDeep Solutions has announced a patent filed milestone, strengthening its position in the HealthTech space.",2014-02-03,1,1,2023-07-30 09:42:23,2023-05-22 19:44:24
563,161,Patent Filed,TechDeep Solutions - Patent Filed,"TechDeep Solutions has announced a patent filed milestone, strengthening its position in the HealthTech space.",2022-01-02,0,1,2021-08-11 19:51:49,2024-07-06 08:42:15
564,161,Award,TechDeep Solutions - Award,"TechDeep Solutions has announced a award milestone, strengthening its position in the HealthTech space.",2020-01-03,0,1,2024-09-21 12:20:08,2024-06-27 01:29:28
565,162,Award,ChargePod Box - Award,"ChargePod Box has announced a award milestone, strengthening its position in the AgriTech space.",2022-08-09,0,1,2021-05-15 00:08:20,2024-02-22 04:25:52
566,162,Funding,ChargePod Box - Funding,"ChargePod Box has announced a funding milestone, strengthening its position in the AgriTech space.",2024-12-09,1,1,2023-06-29 06:44:39,2024-09-05 08:56:47
567,163,Funding,MobiVenture Pro - Funding,"MobiVenture Pro has announced a funding milestone, strengthening its position in the Robotics space.",2024-05-04,1,1,2023-04-19 08:26:59,2024-07-18 22:58:18
568,163,Media Feature,MobiVenture Pro - Media Feature,"MobiVenture Pro has announced a media feature milestone, strengthening its position in the Robotics space.",2022-10-31,1,1,2020-05-06 01:20:01,2024-03-22 17:53:09
569,163,Revenue Milestone,MobiVenture Pro - Revenue Milestone,"MobiVenture Pro has announced a revenue milestone milestone, strengthening its position in the Robotics space.",2020-04-20,1,1,2021-12-16 19:15:08,2023-07-08 15:31:46
570,164,Patent Filed,LockSafe Hub - Patent Filed,"LockSafe Hub has announced a patent filed milestone, strengthening its position in the SaaS space.",2017-08-14,1,1,2024-02-10 07:24:40,2023-01-07 02:33:30
571,164,Product Launch,LockSafe Hub - Product Launch,"LockSafe Hub has announced a product launch milestone, strengthening its position in the SaaS space.",2021-09-29,0,1,2020-11-06 18:59:51,2024-02-26 03:15:57
572,164,Expansion,LockSafe Hub - Expansion,"LockSafe Hub has announced a expansion milestone, strengthening its position in the SaaS space.",2019-03-27,0,1,2023-12-20 19:24:17,2023-01-09 20:46:01
573,164,Revenue Milestone,LockSafe Hub - Revenue Milestone,"LockSafe Hub has announced a revenue milestone milestone, strengthening its position in the SaaS space.",2016-08-25,1,1,2022-02-02 14:35:23,2023-01-10 07:49:35
574,165,Award,RetailX Labs - Award,"RetailX Labs has announced a award milestone, strengthening its position in the ClimateTech space.",2023-08-01,0,1,2023-12-06 18:07:11,2024-03-16 02:58:59
575,165,Funding,RetailX Labs - Funding,"RetailX Labs has announced a funding milestone, strengthening its position in the ClimateTech space.",2022-10-30,1,1,2023-01-06 21:33:23,2024-04-21 10:09:48
576,165,Product Launch,RetailX Labs - Product Launch,"RetailX Labs has announced a product launch milestone, strengthening its position in the ClimateTech space.",2024-07-16,1,1,2021-12-14 03:44:41,2024-06-21 12:44:06
577,165,Media Feature,RetailX Labs - Media Feature,"RetailX Labs has announced a media feature milestone, strengthening its position in the ClimateTech space.",2024-02-07,0,1,2020-08-13 22:16:07,2023-11-09 14:37:50
578,165,Award,RetailX Labs - Award,"RetailX Labs has announced a award milestone, strengthening its position in the ClimateTech space.",2023-10-09,1,1,2021-04-12 03:08:12,2023-01-17 04:09:06
579,166,Hiring,MetroRide Box - Hiring,"MetroRide Box has announced a hiring milestone, strengthening its position in the AI/ML space.",2024-12-13,1,1,2020-08-27 07:23:37,2023-05-20 20:56:19
580,166,Revenue Milestone,MetroRide Box - Revenue Milestone,"MetroRide Box has announced a revenue milestone milestone, strengthening its position in the AI/ML space.",2024-06-25,0,1,2020-11-04 01:37:20,2023-05-09 00:21:37
581,166,Hiring,MetroRide Box - Hiring,"MetroRide Box has announced a hiring milestone, strengthening its position in the AI/ML space.",2023-08-05,1,1,2021-08-10 05:35:57,2024-09-20 23:41:16
582,167,Patent Filed,TaxiApp Byte - Patent Filed,"TaxiApp Byte has announced a patent filed milestone, strengthening its position in the E-Commerce space.",2021-06-29,1,1,2021-10-22 11:35:18,2024-05-18 03:15:15
583,167,Revenue Milestone,TaxiApp Byte - Revenue Milestone,"TaxiApp Byte has announced a revenue milestone milestone, strengthening its position in the E-Commerce space.",2016-03-28,1,1,2023-11-06 22:05:04,2024-01-05 11:30:59
584,167,Revenue Milestone,TaxiApp Byte - Revenue Milestone,"TaxiApp Byte has announced a revenue milestone milestone, strengthening its position in the E-Commerce space.",2017-05-29,1,1,2021-11-19 14:00:13,2023-07-10 21:43:27
585,167,Hiring,TaxiApp Byte - Hiring,"TaxiApp Byte has announced a hiring milestone, strengthening its position in the E-Commerce space.",2021-05-07,0,1,2020-03-26 12:28:14,2024-05-31 20:58:53
586,167,Revenue Milestone,TaxiApp Byte - Revenue Milestone,"TaxiApp Byte has announced a revenue milestone milestone, strengthening its position in the E-Commerce space.",2019-04-29,0,1,2021-01-03 13:38:52,2024-12-12 04:48:33
587,168,Patent Filed,FoodRoot AI - Patent Filed,"FoodRoot AI has announced a patent filed milestone, strengthening its position in the FinTech space.",2021-10-21,1,1,2023-06-20 17:40:07,2023-06-13 22:50:18
588,169,Government Grant,SoilSense AI - Government Grant,"SoilSense AI has announced a government grant milestone, strengthening its position in the HealthTech space.",2021-09-27,1,1,2020-03-27 11:14:57,2023-12-11 07:43:27
589,169,Funding,SoilSense AI - Funding,"SoilSense AI has announced a funding milestone, strengthening its position in the HealthTech space.",2017-10-28,0,1,2021-11-11 11:54:26,2024-05-11 07:38:23
590,169,Partnership,SoilSense AI - Partnership,"SoilSense AI has announced a partnership milestone, strengthening its position in the HealthTech space.",2021-04-10,1,1,2024-03-29 21:58:24,2023-09-16 08:04:49
591,169,Hiring,SoilSense AI - Hiring,"SoilSense AI has announced a hiring milestone, strengthening its position in the HealthTech space.",2017-03-05,1,1,2024-02-24 14:12:27,2024-08-17 02:06:43
592,169,Patent Filed,SoilSense AI - Patent Filed,"SoilSense AI has announced a patent filed milestone, strengthening its position in the HealthTech space.",2022-01-12,1,1,2022-08-11 21:47:16,2023-05-11 02:29:14
593,169,Funding,SoilSense AI - Funding,"SoilSense AI has announced a funding milestone, strengthening its position in the HealthTech space.",2023-09-27,0,1,2022-05-07 16:26:18,2023-02-05 07:20:26
594,170,Partnership,ClassBot Labs - Partnership,"ClassBot Labs has announced a partnership milestone, strengthening its position in the SaaS space.",2012-12-28,0,1,2022-10-09 06:52:36,2023-06-03 09:48:55
595,170,Patent Filed,ClassBot Labs - Patent Filed,"ClassBot Labs has announced a patent filed milestone, strengthening its position in the SaaS space.",2021-02-03,1,1,2024-01-06 10:12:54,2024-06-02 13:57:46
596,170,Partnership,ClassBot Labs - Partnership,"ClassBot Labs has announced a partnership milestone, strengthening its position in the SaaS space.",2012-05-21,1,1,2024-06-01 02:23:14,2024-10-09 18:48:08
597,170,Hiring,ClassBot Labs - Hiring,"ClassBot Labs has announced a hiring milestone, strengthening its position in the SaaS space.",2012-07-22,1,1,2023-03-18 14:15:50,2024-04-21 18:07:23
598,170,Patent Filed,ClassBot Labs - Patent Filed,"ClassBot Labs has announced a patent filed milestone, strengthening its position in the SaaS space.",2018-06-12,0,1,2023-11-23 04:20:43,2024-09-24 07:52:59
599,170,Revenue Milestone,ClassBot Labs - Revenue Milestone,"ClassBot Labs has announced a revenue milestone milestone, strengthening its position in the SaaS space.",2016-07-27,1,1,2020-01-26 11:42:09,2023-12-21 20:28:09
600,171,Partnership,EVolt Now - Partnership,"EVolt Now has announced a partnership milestone, strengthening its position in the E-Commerce space.",2019-09-08,1,1,2024-04-30 07:52:09,2024-07-04 19:37:19
601,171,Partnership,EVolt Now - Partnership,"EVolt Now has announced a partnership milestone, strengthening its position in the E-Commerce space.",2023-01-07,1,1,2023-03-09 12:08:32,2024-05-15 14:44:07
602,172,Patent Filed,ServeCloud Box - Patent Filed,"ServeCloud Box has announced a patent filed milestone, strengthening its position in the EdTech space.",2023-04-30,1,1,2021-02-09 04:48:46,2023-07-21 05:06:24
603,172,Patent Filed,ServeCloud Box - Patent Filed,"ServeCloud Box has announced a patent filed milestone, strengthening its position in the EdTech space.",2022-01-18,1,1,2022-04-04 19:37:43,2023-02-23 05:51:04
604,173,Funding,HydroGen AI - Funding,"HydroGen AI has announced a funding milestone, strengthening its position in the Logistics space.",2023-12-04,1,1,2021-08-14 03:18:15,2024-07-31 11:54:46
605,173,Hiring,HydroGen AI - Hiring,"HydroGen AI has announced a hiring milestone, strengthening its position in the Logistics space.",2022-12-03,0,1,2022-06-01 06:44:30,2023-05-16 19:01:58
606,173,Media Feature,HydroGen AI - Media Feature,"HydroGen AI has announced a media feature milestone, strengthening its position in the Logistics space.",2016-09-27,0,1,2023-08-28 02:25:23,2024-05-31 05:53:24
607,173,Hiring,HydroGen AI - Hiring,"HydroGen AI has announced a hiring milestone, strengthening its position in the Logistics space.",2013-04-27,1,1,2022-03-11 04:50:35,2023-09-09 00:28:13
608,173,Partnership,HydroGen AI - Partnership,"HydroGen AI has announced a partnership milestone, strengthening its position in the Logistics space.",2024-07-29,1,1,2024-03-06 11:33:16,2024-10-05 21:02:26
609,173,Hiring,HydroGen AI - Hiring,"HydroGen AI has announced a hiring milestone, strengthening its position in the Logistics space.",2024-12-14,1,1,2020-10-12 17:58:10,2024-11-26 21:08:20
610,174,Government Grant,FinFlow Ventures - Government Grant,"FinFlow Ventures has announced a government grant milestone, strengthening its position in the FoodTech space.",2019-09-18,0,1,2021-11-02 03:50:35,2023-07-14 22:06:50
611,174,Funding,FinFlow Ventures - Funding,"FinFlow Ventures has announced a funding milestone, strengthening its position in the FoodTech space.",2020-12-03,1,1,2021-05-06 17:22:38,2023-08-14 03:17:32
